#Format 0
#Firmware 0.2.3-0_2023-09-13T15:54:09Z
#Logger Serial Number: 10001
#CO2 Sensor Serial Numbers: 0 65776F073B89; 1 6B0467073BD4; 2 66E467073B2E; 3 A3E467073B96; 4 5CE467073BD1; 5 94E467073B57
sec_of_file, CO2_ppm_0, temp_0, RH_0, CO2_ppm_1, temp_1, RH_1, CO2_ppm_2, temp_2, RH_2, CO2_ppm_3, temp_3, RH_3, CO2_ppm_4, temp_4, RH_4, CO2_ppm_5, temp_5, RH_5, year, month, date, hour, min, sec, lat, lon, HDOP, satellites, batt_voltage
7686.45,789,0.27,100.00,1006,1.71,100.00,685,0.23,100.00,1028,1.50,100.00,601,0.73,100.00,789,1.41,100.00,2000,1,1,2,8,14,,,,,12.43,
7691.45,789,0.27,100.00,1006,1.69,100.00,685,0.22,100.00,1028,1.49,100.00,601,0.75,100.00,789,1.39,100.00,2000,1,1,2,8,19,,,,,12.20,
7696.45,788,0.27,100.00,1006,1.71,100.00,685,0.23,100.00,1027,1.50,100.00,601,0.75,100.00,789,1.40,100.00,2000,1,1,2,8,24,,,,,12.46,
7701.45,787,0.27,100.00,1005,1.73,100.00,685,0.23,100.00,1027,1.49,100.00,602,0.74,100.00,789,1.41,100.00,2000,1,1,2,8,29,,,,,12.18,
7706.45,787,0.29,100.00,1007,1.72,100.00,684,0.24,100.00,1026,1.50,100.00,602,0.74,100.00,789,1.40,100.00,2000,1,1,2,8,34,,,,,12.16,
7711.45,787,0.28,100.00,1006,1.71,100.00,684,0.23,100.00,1027,1.47,100.00,603,0.74,100.00,789,1.40,100.00,2000,1,1,2,8,39,,,,,12.45,
7716.45,786,0.27,100.00,1006,1.71,100.00,684,0.25,100.00,1027,1.50,100.00,603,0.74,100.00,789,1.39,100.00,2000,1,1,2,8,44,,,,,12.05,
7721.45,786,0.28,100.00,1006,1.70,100.00,684,0.25,100.00,1027,1.48,100.00,603,0.77,100.00,789,1.40,100.00,2000,1,1,2,8,49,,,,,12.45,
7726.45,786,0.28,100.00,1006,1.71,100.00,684,0.25,100.00,1028,1.50,100.00,604,0.73,100.00,789,1.42,100.00,2000,1,1,2,8,54,,,,,12.47,
7731.45,786,0.27,100.00,1006,1.71,100.00,684,0.22,100.00,1027,1.49,100.00,604,0.74,100.00,789,1.41,100.00,2000,1,1,2,8,59,,,,,12.39,
7736.45,786,0.24,100.00,1005,1.71,100.00,684,0.24,100.00,1028,1.50,100.00,603,0.75,100.00,789,1.39,100.00,2000,1,1,2,9,4,,,,,12.21,
7741.45,786,0.29,100.00,1006,1.71,100.00,685,0.24,100.00,1028,1.48,100.00,603,0.75,100.00,789,1.41,100.00,2000,1,1,2,9,9,,,,,12.36,
7746.45,786,0.29,100.00,1005,1.71,100.00,686,0.23,100.00,1028,1.49,100.00,603,0.74,100.00,789,1.40,100.00,2000,1,1,2,9,14,,,,,12.21,
7751.45,786,0.27,100.00,1005,1.70,100.00,686,0.22,100.00,1028,1.51,100.00,603,0.74,100.00,790,1.41,100.00,2000,1,1,2,9,19,,,,,12.22,
7756.45,787,0.27,100.00,1006,1.72,100.00,686,0.26,100.00,1028,1.48,100.00,602,0.73,100.00,789,1.38,100.00,2000,1,1,2,9,24,,,,,12.36,
7761.45,788,0.27,100.00,1006,1.71,100.00,686,0.21,100.00,1027,1.48,100.00,601,0.73,100.00,789,1.40,100.00,2000,1,1,2,9,29,,,,,12.44,
7766.45,788,0.27,100.00,1006,1.70,100.00,686,0.21,100.00,1027,1.50,100.00,601,0.74,100.00,790,1.39,100.00,2000,1,1,2,9,34,,,,,12.11,
7771.45,788,0.28,100.00,1006,1.72,100.00,686,0.24,100.00,1025,1.50,100.00,600,0.74,100.00,789,1.39,100.00,2000,1,1,2,9,39,,,,,12.44,
7776.45,788,0.25,100.00,1005,1.72,100.00,687,0.25,100.00,1026,1.48,100.00,600,0.74,100.00,789,1.39,100.00,2000,1,1,2,9,44,,,,,12.27,
7781.45,787,0.28,100.00,1005,1.72,100.00,687,0.23,100.00,1027,1.48,100.00,601,0.75,100.00,789,1.40,100.00,2000,1,1,2,9,49,,,,,12.37,
7786.45,788,0.28,100.00,1004,1.72,100.00,688,0.23,100.00,1029,1.50,100.00,602,0.76,100.00,789,1.41,100.00,2000,1,1,2,9,54,,,,,12.34,
7791.45,788,0.27,100.00,1005,1.70,100.00,688,0.22,100.00,1029,1.46,100.00,601,0.74,100.00,789,1.40,100.00,2000,1,1,2,9,59,,,,,12.40,
7796.45,788,0.27,100.00,1004,1.72,100.00,688,0.24,100.00,1029,1.50,100.00,601,0.73,100.00,789,1.39,100.00,2000,1,1,2,10,4,,,,,12.33,
7801.45,787,0.27,100.00,1005,1.71,100.00,687,0.23,100.00,1030,1.50,100.00,602,0.74,100.00,789,1.40,100.00,2000,1,1,2,10,9,,,,,12.05,
7806.45,787,0.28,100.00,1006,1.71,100.00,688,0.23,100.00,1029,1.51,100.00,602,0.74,100.00,788,1.41,100.00,2000,1,1,2,10,14,,,,,12.23,
7811.45,787,0.29,100.00,1005,1.71,100.00,687,0.24,100.00,1028,1.49,100.00,602,0.74,100.00,789,1.40,100.00,2000,1,1,2,10,19,,,,,12.28,
7816.45,787,0.27,100.00,1005,1.69,100.00,688,0.23,100.00,1028,1.50,100.00,602,0.75,100.00,789,1.39,100.00,2000,1,1,2,10,24,,,,,12.10,
7821.45,787,0.29,100.00,1005,1.71,100.00,687,0.22,100.00,1029,1.48,100.00,603,0.74,100.00,790,1.41,100.00,2000,1,1,2,10,29,,,,,12.28,
7826.45,788,0.26,100.00,1005,1.72,100.00,686,0.22,100.00,1028,1.50,100.00,602,0.74,100.00,790,1.41,100.00,2000,1,1,2,10,34,,,,,12.39,
7831.45,788,0.27,100.00,1005,1.72,100.00,686,0.22,100.00,1028,1.51,100.00,603,0.74,100.00,791,1.42,100.00,2000,1,1,2,10,39,,,,,12.44,
7836.45,789,0.29,100.00,1006,1.72,100.00,687,0.23,100.00,1028,1.48,100.00,603,0.77,100.00,790,1.39,100.00,2000,1,1,2,10,44,,,,,12.34,
7841.45,788,0.27,100.00,1006,1.71,100.00,686,0.25,100.00,1028,1.51,100.00,602,0.74,100.00,790,1.40,100.00,2000,1,1,2,10,49,,,,,12.38,
7846.45,789,0.30,100.00,1007,1.72,100.00,686,0.25,100.00,1028,1.50,100.00,602,0.74,100.00,790,1.41,100.00,2000,1,1,2,10,54,,,,,12.44,
7851.45,789,0.27,100.00,1006,1.72,100.00,686,0.22,100.00,1028,1.51,100.00,602,0.74,100.00,789,1.41,100.00,2000,1,1,2,10,59,,,,,12.23,
7856.45,789,0.27,100.00,1007,1.72,100.00,687,0.23,100.00,1029,1.49,100.00,602,0.76,100.00,790,1.42,100.00,2000,1,1,2,11,4,,,,,12.02,
7861.45,789,0.28,100.00,1006,1.73,100.00,687,0.24,100.00,1027,1.49,100.00,602,0.74,100.00,789,1.41,100.00,2000,1,1,2,11,9,,,,,12.20,
7866.45,789,0.27,100.00,1006,1.72,100.00,686,0.24,100.00,1027,1.51,100.00,601,0.77,100.00,790,1.42,100.00,2000,1,1,2,11,14,,,,,12.43,
7871.45,789,0.28,100.00,1007,1.72,100.00,687,0.24,100.00,1024,1.50,100.00,602,0.74,100.00,790,1.38,100.00,2000,1,1,2,11,19,,,,,12.12,
7876.45,788,0.28,100.00,1008,1.72,100.00,687,0.22,100.00,1024,1.50,100.00,602,0.74,100.00,790,1.40,100.00,2000,1,1,2,11,24,,,,,12.29,
7881.45,788,0.28,100.00,1008,1.72,100.00,688,0.24,100.00,1023,1.50,100.00,602,0.74,100.00,791,1.37,100.00,2000,1,1,2,11,29,,,,,12.30,
7886.45,788,0.27,100.00,1007,1.71,100.00,687,0.23,100.00,1023,1.50,100.00,602,0.74,100.00,790,1.40,100.00,2000,1,1,2,11,34,,,,,12.24,
7891.45,788,0.27,100.00,1007,1.72,100.00,687,0.24,100.00,1024,1.48,100.00,601,0.75,100.00,790,1.39,100.00,2000,1,1,2,11,39,,,,,12.39,
7896.45,788,0.27,100.00,1007,1.72,100.00,687,0.25,100.00,1023,1.48,100.00,601,0.74,100.00,789,1.38,100.00,2000,1,1,2,11,44,,,,,12.35,
7901.45,788,0.26,100.00,1007,1.70,100.00,687,0.23,100.00,1022,1.47,100.00,601,0.73,100.00,789,1.41,100.00,2000,1,1,2,11,49,,,,,12.37,
7906.45,789,0.28,100.00,1008,1.73,100.00,687,0.23,100.00,1022,1.50,100.00,601,0.76,100.00,790,1.39,100.00,2000,1,1,2,11,54,,,,,12.30,
7911.45,789,0.26,100.00,1007,1.71,100.00,685,0.25,100.00,1021,1.51,100.00,600,0.73,100.00,789,1.40,100.00,2000,1,1,2,11,59,,,,,12.37,
7916.45,788,0.30,100.00,1008,1.71,100.00,685,0.21,100.00,1021,1.51,100.00,601,0.74,100.00,789,1.42,100.00,2000,1,1,2,12,4,,,,,12.21,
7921.45,789,0.27,100.00,1007,1.72,100.00,685,0.23,100.00,1022,1.50,100.00,601,0.74,100.00,788,1.41,100.00,2000,1,1,2,12,9,,,,,12.00,
7926.45,789,0.28,100.00,1007,1.73,100.00,685,0.24,100.00,1022,1.51,100.00,601,0.77,100.00,788,1.41,100.00,2000,1,1,2,12,14,,,,,12.18,
7931.45,788,0.29,100.00,1007,1.71,100.00,685,0.24,100.00,1021,1.49,100.00,601,0.76,100.00,789,1.39,100.00,2000,1,1,2,12,19,,,,,12.06,
7936.45,788,0.27,100.00,1007,1.71,100.00,685,0.22,100.00,1021,1.50,100.00,601,0.76,100.00,788,1.39,100.00,2000,1,1,2,12,24,,,,,12.26,
7941.45,788,0.28,100.00,1006,1.72,100.00,685,0.24,100.00,1021,1.50,100.00,601,0.77,100.00,788,1.39,100.00,2000,1,1,2,12,29,,,,,12.28,
7946.45,788,0.28,100.00,1007,1.71,100.00,685,0.23,100.00,1021,1.48,100.00,602,0.77,100.00,788,1.40,100.00,2000,1,1,2,12,34,,,,,12.00,
7951.45,788,0.29,100.00,1006,1.70,100.00,684,0.24,100.00,1021,1.51,100.00,602,0.75,100.00,788,1.41,100.00,2000,1,1,2,12,39,,,,,12.24,
7956.45,788,0.28,100.00,1005,1.70,100.00,685,0.24,100.00,1020,1.51,100.00,601,0.76,100.00,788,1.41,100.00,2000,1,1,2,12,44,,,,,12.38,
7961.45,787,0.29,100.00,1006,1.72,100.00,685,0.25,100.00,1021,1.50,100.00,602,0.74,100.00,787,1.41,100.00,2000,1,1,2,12,49,,,,,12.09,
7966.45,787,0.28,100.00,1006,1.71,100.00,685,0.23,100.00,1021,1.51,100.00,603,0.75,100.00,788,1.40,100.00,2000,1,1,2,12,54,,,,,12.07,
7971.45,785,0.29,100.00,1005,1.74,100.00,685,0.24,100.00,1021,1.50,100.00,602,0.76,100.00,787,1.39,100.00,2000,1,1,2,12,59,,,,,12.31,
7976.45,784,0.27,100.00,1004,1.70,100.00,685,0.24,100.00,1022,1.50,100.00,603,0.75,100.00,788,1.40,100.00,2000,1,1,2,13,4,,,,,12.29,
7981.45,783,0.29,100.00,1003,1.74,100.00,686,0.21,100.00,1026,1.50,100.00,602,0.76,100.00,788,1.40,100.00,2000,1,1,2,13,9,,,,,12.09,
7986.45,783,0.27,100.00,1003,1.73,100.00,686,0.25,100.00,1028,1.49,100.00,602,0.74,100.00,788,1.41,100.00,2000,1,1,2,13,14,,,,,12.27,
7991.45,784,0.29,100.00,1004,1.74,100.00,685,0.25,100.00,1027,1.50,100.00,602,0.75,100.00,788,1.42,100.00,2000,1,1,2,13,19,,,,,12.06,
7996.45,783,0.28,100.00,1005,1.71,100.00,685,0.23,100.00,1027,1.52,100.00,602,0.76,100.00,788,1.40,100.00,2000,1,1,2,13,24,,,,,12.07,
8001.45,784,0.30,100.00,1007,1.71,100.00,685,0.27,100.00,1027,1.51,100.00,602,0.76,100.00,788,1.40,100.00,2000,1,1,2,13,29,,,,,12.23,
8006.45,784,0.27,100.00,1006,1.72,100.00,684,0.25,100.00,1029,1.50,100.00,602,0.74,100.00,788,1.42,100.00,2000,1,1,2,13,34,,,,,12.05,
8011.45,784,0.30,100.00,1006,1.71,100.00,684,0.23,100.00,1028,1.49,100.00,602,0.76,100.00,787,1.40,100.00,2000,1,1,2,13,39,,,,,12.30,
8016.45,785,0.25,100.00,1005,1.71,100.00,684,0.24,100.00,1027,1.51,100.00,602,0.75,100.00,788,1.43,100.00,2000,1,1,2,13,44,,,,,12.21,
8021.45,785,0.29,100.00,1006,1.72,100.00,684,0.25,100.00,1029,1.50,100.00,602,0.74,100.00,788,1.39,100.00,2000,1,1,2,13,49,,,,,12.36,
8026.45,785,0.27,100.00,1005,1.72,100.00,684,0.25,100.00,1029,1.50,100.00,603,0.75,100.00,789,1.41,100.00,2000,1,1,2,13,54,,,,,12.17,
8031.45,785,0.26,100.00,1005,1.72,100.00,684,0.26,100.00,1029,1.48,100.00,604,0.75,100.00,789,1.41,100.00,2000,1,1,2,13,59,,,,,12.12,
8036.45,784,0.29,100.00,1005,1.71,100.00,684,0.23,100.00,1029,1.50,100.00,604,0.74,100.00,790,1.38,100.00,2000,1,1,2,14,4,,,,,12.04,
8041.45,784,0.29,100.00,1006,1.72,100.00,684,0.23,100.00,1029,1.51,100.00,603,0.77,100.00,789,1.40,100.00,2000,1,1,2,14,9,,,,,12.37,
8046.45,784,0.30,100.00,1006,1.72,100.00,684,0.23,100.00,1029,1.50,100.00,603,0.73,100.00,789,1.39,100.00,2000,1,1,2,14,14,,,,,12.04,
8051.45,784,0.28,100.00,1006,1.71,100.00,684,0.23,100.00,1029,1.50,100.00,604,0.76,100.00,789,1.41,100.00,2000,1,1,2,14,19,,,,,12.20,
8056.45,784,0.28,100.00,1007,1.73,100.00,685,0.25,100.00,1029,1.50,100.00,604,0.75,100.00,789,1.38,100.00,2000,1,1,2,14,24,,,,,12.41,
8061.45,784,0.30,100.00,1007,1.72,100.00,685,0.23,100.00,1030,1.49,100.00,604,0.76,100.00,789,1.41,100.00,2000,1,1,2,14,29,,,,,12.29,
8066.45,783,0.28,100.00,1007,1.73,100.00,686,0.24,100.00,1028,1.50,100.00,604,0.77,100.00,789,1.39,100.00,2000,1,1,2,14,34,,,,,12.00,
8071.45,783,0.29,100.00,1007,1.72,100.00,686,0.24,100.00,1028,1.48,100.00,604,0.77,100.00,789,1.43,100.00,2000,1,1,2,14,39,,,,,12.21,
8076.45,784,0.29,100.00,1007,1.72,100.00,686,0.26,100.00,1028,1.50,100.00,604,0.77,100.00,789,1.38,100.00,2000,1,1,2,14,44,,,,,12.41,
8081.45,784,0.28,100.00,1006,1.71,100.00,686,0.23,100.00,1028,1.48,100.00,605,0.76,100.00,789,1.40,100.00,2000,1,1,2,14,49,,,,,12.30,
8086.45,784,0.29,100.00,1006,1.74,100.00,686,0.23,100.00,1028,1.50,100.00,605,0.75,100.00,789,1.41,100.00,2000,1,1,2,14,54,,,,,12.03,
8091.45,785,0.28,100.00,1006,1.72,100.00,685,0.26,100.00,1028,1.48,100.00,605,0.75,100.00,789,1.42,100.00,2000,1,1,2,14,59,,,,,12.05,
8096.45,785,0.28,100.00,1006,1.74,100.00,685,0.25,100.00,1028,1.48,100.00,605,0.75,100.00,789,1.43,100.00,2000,1,1,2,15,4,,,,,12.28,
8101.45,785,0.27,100.00,1006,1.75,100.00,685,0.24,100.00,1029,1.51,100.00,605,0.74,100.00,789,1.41,100.00,2000,1,1,2,15,9,,,,,12.04,
8106.45,785,0.25,100.00,1005,1.72,100.00,685,0.22,100.00,1029,1.48,100.00,606,0.76,100.00,790,1.39,100.00,2000,1,1,2,15,14,,,,,12.08,
8111.45,785,0.29,100.00,1007,1.71,100.00,685,0.22,100.00,1030,1.50,100.00,606,0.73,100.00,790,1.41,100.00,2000,1,1,2,15,19,,,,,12.06,
8116.45,785,0.29,100.00,1007,1.71,100.00,685,0.24,100.00,1030,1.52,100.00,606,0.78,100.00,790,1.41,100.00,2000,1,1,2,15,24,,,,,12.19,
8121.45,785,0.28,100.00,1007,1.71,100.00,684,0.23,100.00,1030,1.48,100.00,606,0.76,100.00,789,1.42,100.00,2000,1,1,2,15,29,,,,,12.40,
8126.45,785,0.27,100.00,1007,1.73,100.00,684,0.23,100.00,1030,1.51,100.00,606,0.74,100.00,790,1.39,100.00,2000,1,1,2,15,35,,,,,12.15,
8131.45,784,0.29,100.00,1008,1.72,100.00,683,0.23,100.00,1030,1.50,100.00,606,0.74,100.00,790,1.39,100.00,2000,1,1,2,15,40,,,,,12.13,
8136.45,784,0.29,100.00,1009,1.72,100.00,684,0.23,100.00,1028,1.50,100.00,606,0.75,100.00,790,1.40,100.00,2000,1,1,2,15,45,,,,,12.45,
8141.45,783,0.28,100.00,1009,1.72,100.00,684,0.24,100.00,1029,1.51,100.00,606,0.76,100.00,790,1.40,100.00,2000,1,1,2,15,50,,,,,12.10,
8146.45,784,0.28,100.00,1009,1.71,100.00,684,0.25,100.00,1029,1.50,100.00,606,0.75,100.00,790,1.41,100.00,2000,1,1,2,15,55,,,,,12.21,
8151.45,784,0.28,100.00,1008,1.73,100.00,684,0.22,100.00,1028,1.50,100.00,606,0.77,100.00,790,1.41,100.00,2000,1,1,2,16,0,,,,,12.21,
8156.45,784,0.29,100.00,1008,1.74,100.00,684,0.25,100.00,1028,1.50,100.00,607,0.76,100.00,790,1.40,100.00,2000,1,1,2,16,5,,,,,12.34,
8161.45,784,0.29,100.00,1009,1.71,100.00,685,0.23,100.00,1029,1.51,100.00,607,0.77,100.00,790,1.40,100.00,2000,1,1,2,16,10,,,,,12.26,
8166.45,784,0.30,100.00,1009,1.72,100.00,684,0.25,100.00,1030,1.50,100.00,607,0.78,100.00,790,1.40,100.00,2000,1,1,2,16,15,,,,,12.34,
8171.45,785,0.27,100.00,1008,1.72,100.00,685,0.23,100.00,1029,1.50,100.00,607,0.73,100.00,789,1.43,100.00,2000,1,1,2,16,20,,,,,12.33,
8176.45,784,0.30,100.00,1007,1.72,100.00,684,0.22,100.00,1030,1.50,100.00,607,0.76,100.00,790,1.42,100.00,2000,1,1,2,16,25,,,,,12.37,
8181.45,785,0.30,100.00,1007,1.73,100.00,684,0.23,100.00,1029,1.51,100.00,607,0.74,100.00,789,1.42,100.00,2000,1,1,2,16,30,,,,,12.09,
8186.45,784,0.27,100.00,1007,1.73,100.00,684,0.22,100.00,1030,1.48,100.00,608,0.75,100.00,789,1.42,100.00,2000,1,1,2,16,35,,,,,12.43,
8191.45,784,0.29,100.00,1007,1.71,100.00,684,0.24,100.00,1030,1.48,100.00,608,0.76,100.00,789,1.42,100.00,2000,1,1,2,16,40,,,,,12.07,
8196.45,783,0.30,100.00,1007,1.74,100.00,684,0.25,100.00,1030,1.48,100.00,607,0.77,100.00,789,1.44,100.00,2000,1,1,2,16,45,,,,,12.48,
8201.45,783,0.27,100.00,1007,1.73,100.00,685,0.25,100.00,1028,1.51,100.00,607,0.75,100.00,789,1.40,100.00,2000,1,1,2,16,50,,,,,12.25,
8206.45,782,0.26,100.00,1008,1.72,100.00,685,0.26,100.00,1029,1.50,100.00,607,0.76,100.00,789,1.40,100.00,2000,1,1,2,16,55,,,,,12.28,
8211.45,782,0.27,100.00,1007,1.72,100.00,685,0.22,100.00,1029,1.49,100.00,608,0.77,100.00,789,1.40,100.00,2000,1,1,2,17,0,,,,,12.00,
8216.45,782,0.27,100.00,1009,1.72,100.00,684,0.23,100.00,1030,1.50,100.00,608,0.75,100.00,788,1.39,100.00,2000,1,1,2,17,5,,,,,12.04,
8221.45,783,0.29,100.00,1008,1.73,100.00,685,0.24,100.00,1031,1.51,100.00,608,0.76,100.00,789,1.41,100.00,2000,1,1,2,17,10,,,,,12.26,
8226.45,782,0.30,100.00,1008,1.71,100.00,685,0.24,100.00,1030,1.49,100.00,608,0.77,100.00,788,1.41,100.00,2000,1,1,2,17,15,,,,,12.08,
8231.45,782,0.28,100.00,1009,1.72,100.00,686,0.26,100.00,1030,1.47,100.00,608,0.76,100.00,788,1.41,100.00,2000,1,1,2,17,20,,,,,12.43,
8236.45,782,0.29,100.00,1009,1.71,100.00,686,0.24,100.00,1030,1.50,100.00,608,0.74,100.00,788,1.41,100.00,2000,1,1,2,17,25,,,,,12.15,
8241.45,782,0.28,100.00,1010,1.70,100.00,686,0.24,100.00,1030,1.50,100.00,608,0.77,100.00,788,1.41,100.00,2000,1,1,2,17,30,,,,,12.35,
8246.45,783,0.28,100.00,1010,1.73,100.00,686,0.24,100.00,1030,1.48,100.00,607,0.76,100.00,788,1.41,100.00,2000,1,1,2,17,35,,,,,12.13,
8251.45,783,0.29,100.00,1010,1.71,100.00,686,0.23,100.00,1030,1.48,100.00,608,0.76,100.00,788,1.41,100.00,2000,1,1,2,17,40,,,,,12.21,
8256.45,783,0.29,100.00,1010,1.74,100.00,685,0.24,100.00,1029,1.48,100.00,607,0.76,100.00,788,1.41,100.00,2000,1,1,2,17,45,,,,,12.13,
8261.45,782,0.27,100.00,1010,1.71,100.00,686,0.23,100.00,1029,1.50,100.00,607,0.76,100.00,789,1.41,100.00,2000,1,1,2,17,50,,,,,12.12,
8266.45,783,0.28,100.00,1009,1.72,100.00,686,0.24,100.00,1029,1.49,100.00,607,0.76,100.00,789,1.43,100.00,2000,1,1,2,17,55,,,,,12.35,
8271.45,783,0.29,100.00,1009,1.72,100.00,686,0.26,100.00,1031,1.48,100.00,607,0.76,100.00,789,1.42,100.00,2000,1,1,2,18,0,,,,,12.43,
8276.45,783,0.28,100.00,1009,1.71,100.00,686,0.24,100.00,1031,1.51,100.00,608,0.74,100.00,788,1.41,100.00,2000,1,1,2,18,5,,,,,12.04,
8281.45,783,0.29,100.00,1009,1.72,100.00,685,0.25,100.00,1031,1.50,100.00,608,0.75,100.00,788,1.40,100.00,2000,1,1,2,18,10,,,,,12.23,
8286.45,783,0.30,100.00,1009,1.71,100.00,685,0.26,100.00,1031,1.51,100.00,608,0.74,100.00,788,1.42,100.00,2000,1,1,2,18,15,,,,,12.44,
8291.45,784,0.29,100.00,1008,1.72,100.00,685,0.23,100.00,1030,1.50,100.00,608,0.77,100.00,788,1.41,100.00,2000,1,1,2,18,20,,,,,12.20,
8296.45,784,0.29,100.00,1008,1.72,100.00,685,0.24,100.00,1030,1.51,100.00,607,0.78,100.00,788,1.41,100.00,2000,1,1,2,18,25,,,,,12.36,
8301.45,784,0.31,100.00,1009,1.74,100.00,684,0.24,100.00,1031,1.48,100.00,607,0.76,100.00,788,1.40,100.00,2000,1,1,2,18,30,,,,,12.36,
8306.45,785,0.29,100.00,1009,1.72,100.00,684,0.25,100.00,1033,1.49,100.00,608,0.75,100.00,787,1.42,100.00,2000,1,1,2,18,35,,,,,12.38,
8311.45,787,0.26,100.00,1009,1.73,100.00,684,0.25,100.00,1032,1.50,100.00,608,0.78,100.00,787,1.41,100.00,2000,1,1,2,18,40,,,,,12.15,
8316.45,787,0.31,100.00,1009,1.72,100.00,684,0.25,100.00,1031,1.49,100.00,608,0.75,100.00,787,1.39,100.00,2000,1,1,2,18,45,,,,,12.30,
8321.45,787,0.29,100.00,1010,1.75,100.00,684,0.24,100.00,1031,1.50,100.00,609,0.73,100.00,787,1.40,100.00,2000,1,1,2,18,50,,,,,12.22,
8326.45,788,0.27,100.00,1009,1.74,100.00,684,0.23,100.00,1030,1.50,100.00,608,0.76,100.00,788,1.41,100.00,2000,1,1,2,18,55,,,,,12.20,
8331.45,788,0.30,100.00,1009,1.72,100.00,684,0.24,100.00,1031,1.50,100.00,607,0.77,100.00,788,1.40,100.00,2000,1,1,2,19,0,,,,,12.34,
8336.45,789,0.30,100.00,1008,1.71,100.00,683,0.24,100.00,1031,1.50,100.00,608,0.74,100.00,788,1.39,100.00,2000,1,1,2,19,5,,,,,12.05,
8341.45,789,0.30,100.00,1008,1.71,100.00,683,0.25,100.00,1031,1.51,100.00,607,0.74,100.00,789,1.40,100.00,2000,1,1,2,19,10,,,,,12.42,
8346.45,789,0.28,100.00,1008,1.70,100.00,683,0.23,100.00,1031,1.50,100.00,607,0.76,100.00,788,1.40,100.00,2000,1,1,2,19,15,,,,,12.21,
8351.45,790,0.30,100.00,1008,1.71,100.00,683,0.24,100.00,1030,1.49,100.00,606,0.74,100.00,789,1.41,100.00,2000,1,1,2,19,20,,,,,12.03,
8356.45,789,0.29,100.00,1009,1.71,100.00,683,0.22,100.00,1031,1.49,100.00,606,0.75,100.00,789,1.40,100.00,2000,1,1,2,19,25,,,,,12.44,
8361.45,788,0.29,100.00,1008,1.71,100.00,683,0.23,100.00,1031,1.51,100.00,605,0.76,100.00,789,1.42,100.00,2000,1,1,2,19,30,,,,,12.42,
8366.45,788,0.30,100.00,1009,1.71,100.00,683,0.24,100.00,1030,1.50,100.00,605,0.74,100.00,790,1.41,100.00,2000,1,1,2,19,35,,,,,12.43,
8371.45,787,0.28,100.00,1010,1.72,100.00,683,0.25,100.00,1029,1.50,100.00,605,0.73,100.00,790,1.40,100.00,2000,1,1,2,19,40,,,,,12.34,
8376.45,787,0.30,100.00,1010,1.73,100.00,683,0.23,100.00,1029,1.50,100.00,605,0.75,100.00,790,1.41,100.00,2000,1,1,2,19,45,,,,,12.10,
8381.45,787,0.27,100.00,1010,1.74,100.00,683,0.25,100.00,1027,1.50,100.00,605,0.75,100.00,790,1.42,100.00,2000,1,1,2,19,50,,,,,12.44,
8386.45,787,0.30,100.00,1010,1.74,100.00,684,0.22,100.00,1027,1.50,100.00,606,0.77,100.00,790,1.41,100.00,2000,1,1,2,19,55,,,,,12.43,
8391.45,787,0.30,100.00,1009,1.72,100.00,684,0.25,100.00,1026,1.49,100.00,606,0.77,100.00,790,1.42,100.00,2000,1,1,2,20,0,,,,,12.31,
8396.45,787,0.30,100.00,1010,1.72,100.00,684,0.25,100.00,1026,1.51,100.00,605,0.76,100.00,790,1.40,100.00,2000,1,1,2,20,5,,,,,12.14,
8401.45,787,0.27,100.00,1010,1.72,100.00,684,0.23,100.00,1027,1.50,100.00,605,0.77,100.00,790,1.41,100.00,2000,1,1,2,20,10,,,,,12.16,
8406.45,787,0.29,100.00,1010,1.74,100.00,685,0.22,100.00,1026,1.50,100.00,605,0.74,100.00,790,1.41,100.00,2000,1,1,2,20,15,,,,,12.24,
8411.45,787,0.31,100.00,1010,1.72,100.00,685,0.24,100.00,1026,1.50,100.00,605,0.77,100.00,791,1.39,100.00,2000,1,1,2,20,20,,,,,12.32,
8416.45,787,0.29,100.00,1009,1.73,100.00,685,0.25,100.00,1026,1.50,100.00,606,0.76,100.00,791,1.43,100.00,2000,1,1,2,20,25,,,,,12.33,
8421.45,788,0.30,100.00,1009,1.72,100.00,685,0.23,100.00,1027,1.48,100.00,606,0.77,100.00,790,1.43,100.00,2000,1,1,2,20,30,,,,,12.31,
8426.45,787,0.29,100.00,1008,1.74,100.00,685,0.23,100.00,1027,1.51,100.00,606,0.76,100.00,790,1.39,100.00,2000,1,1,2,20,35,,,,,11.96,
8431.45,788,0.30,100.00,1008,1.74,100.00,685,0.23,100.00,1026,1.50,100.00,606,0.78,100.00,790,1.43,100.00,2000,1,1,2,20,40,,,,,12.03,
8436.45,788,0.29,100.00,1009,1.73,100.00,684,0.25,100.00,1026,1.52,100.00,606,0.76,100.00,791,1.40,100.00,2000,1,1,2,20,45,,,,,12.33,
8441.45,787,0.29,100.00,1008,1.73,100.00,684,0.24,100.00,1026,1.49,100.00,605,0.77,100.00,791,1.42,100.00,2000,1,1,2,20,50,,,,,12.48,
8446.45,787,0.30,100.00,1007,1.73,100.00,685,0.25,100.00,1027,1.51,100.00,606,0.74,100.00,791,1.42,100.00,2000,1,1,2,20,55,,,,,12.41,
